,사업장명,주소,위도,경도
1007,펫피파니,경기 부천시 역곡로482번길 47 1층,37.52680873,126.8186199
1008,진스펫하우스,경기 광명시 광명로832번길 17,37.47297828,126.8535643
1009,강사모애견백화점,경기 부천시 성지로 89-1,37.52710561,126.8110356
1010,대산애견,경기 광명시 광명로848번길 74-8,37.46906495,126.8517081
1011,펫블라썸,서울 은평구 응암동 126-21 B102호,37.45822291,126.8937104
1012,아라교역,경기 광명시 금오로 840-1 1층,37.47372213,126.8402018
1013,펫코디디자인연구소,경기 부천시 까치로20번길 24-39 1층,37.50708861,126.8107107
1014,아이넷글로벌,서울 금천구 디지털로9길 47 304-2호,37.47704782,126.8822155
1015,애견용품아울렛,경기 부천시 안곡로 239-5,37.48922144,126.8170799
1016,왈츠컴퍼니,서울 금천구 가산디지털1로 45 1201-3호,37.5216464,126.8320543
1017,장보는강아지와고양이 광명점,경기 광명시 금하로 237,37.45320905,126.8599093
1018,펫하우스,경기 부천시 역곡로26번길 25,37.48802731,126.8119023
1019,루미펫,경기 부천시 지봉로 131,37.48918235,126.8135165
1020,와우펫애니멀인터네셔널,경기 부천시 양지로 205,37.46779857,126.8241747
1021,엔젤하우스,경기 부천시 범안로21번길 92,37.47883852,126.8109675
1022,도미나켄넬 &도미나펫,경기 부천시 역곡로57번길 32 디아이빌아파트 상가 1층,37.48979057,126.8076989
1023,아이넷글로벌,서울 금천구 디지털로9길 47 304-2호,37.56439845,126.8396576
1024,버드펠리스,경기 부천시 부천로 238 경창빌딩 B동 4층,37.50538635,126.7869118
1025,뉴트리웰 인천대리점,경기 부천시 성오로101번길 27,37.52237391,126.7990806
1026,허니펫,경기 부천시 여월로 27 여월휴먼시아 511동 601호,37.51100342,126.8014085
1027,왈츠컴퍼니,서울 금천구 가산디지털1로 45 1201-3호,37.56445431,126.9240029
1028,애왕용품할인마트 강남펫직영점,경기 부천시 소안로74번길 21,37.48130875,126.8043979
1029,폴리파크 원미점,경기 부천시 부천로 132,37.49605464,126.7857096
1030,펫마트 부천점,경기 부천시 부천로 100,37.49304345,126.7850516
1031,천군맘마,경기 부천시 경인옛로 108-1 2층,37.48029487,126.8038676
1032,간식먹개,경기 부천시 소삼로 47-1 푸르지오상가 B동 122호,37.47948201,126.7968999
1033,스카겐코리아,경기 부천시 부천로198번길 36 춘의테크노파크 101동 1103호,37.50180967,126.7888855
1034,메이드바이핸드,서울 동작구 노량진1동 215-30,37.56215623,126.926723
1035,캣글루,경기 부천시 조마루로385번길 122 21층 스타트업 하이브,37.5015884,126.791535
1036,펫북,경기 부천시 조마루로 424-6,37.49706216,126.7906428
1037,리본독,경기 부천시 원미로 53 1층,37.48736954,126.7895038
1038,에코노블,경기 부천시 조마루로385번길 50-6 4층,37.49946601,126.7880007
1039,애니멀케어,경기 부천시 수도로 88-35 화일빌딩 2층,37.51387933,126.7769276
1040,스토어봄 부천지사,경기 부천시 옥산로 136,37.50557846,126.7804728
1041,멍멍이이발소,경기 부천시 은성로67번길 13,37.47587573,126.7982173
1042,개린이유치원,경기 부천시 부흥로 447 1층,37.48729309,126.7892719
1043,드림펫,경기 부천시 소사로 306,37.48536561,126.7944633
1044,라니펫,서울 서대문구 남가좌동 277-2,37.48536561,126.7944633
1045,모모모해,경기 부천시 소사로160번길 94,37.47248089,126.8008062
1046,펫편의점,경기 부천시 부일로 519 화신오피스텔 101호,37.48537092,126.7880384
1047,펫클럽 부천점,경기 부천시 신흥로470번길 5,37.52503572,126.7779384
1048,춤추는강아지 소사점,경기 부천시 소사로 156,37.4721806,126.795749
1049,멍식당,경기 부천시 부흥로373번길 63 1층,37.4943021,126.7841796
1050,프레시봄 부천점,경기 부천시 옥산로 138,37.50572126,126.7804676
1051,에코앤세이브,경기 부천시 산업로7번길 73,37.53141653,126.7801133
1052,도그싸롱,서울 강서구 금낭화로17길 3,37.57513185,126.8114528
1053,라니펫,서울 서대문구 남가좌동 277-2,37.50306231,126.9010444
1054,펫랜드 부천점,경기 부천시 도약로 239,37.51086261,126.7754151
1055,펫블라썸,서울 은평구 응암동 126-21 B102호,37.52517752,126.9248767
