,name,lat,lng,address,type
160,더힐동물의료센터,37.5346226,127.0095785,서울특별시 용산구 한남동 29-6번지 아이리스프라자 3층 ,동물판매업
161,더힐동물의료센터,37.5346226,127.0095785,서울특별시 용산구 한남동 29-6번지 아이리스프라자 3층 ,동물판매업
162,애교펫,37.5433908,127.0565492,서울특별시 성동구 성수동2가 315-107번지 ,동물판매업
163,마스카라 퍼피(mascara puppy),37.5332377,126.990598,서울특별시 용산구 이태원동 44-70 1층,동물판매업
164,달루나캣츠 고양이 전문,37.5640293,127.0305366,서울특별시 성동구 도선동 357번지 ,동물판매업
165,모동모동,37.5386876,127.0449142,서울특별시 성동구 성수동1가 718번지 트리마제 ,동물판매업
166,모동모동,37.5386876,127.0449142,서울특별시 성동구 성수동1가 718번지 트리마제 ,동물판매업
167,24시센트럴동물메디컬센터,37.5586628,127.0337962,서울특별시 성동구 행당동 318-36번지 무학산부인과 ,동물판매업
168,오렌지 동물병원,37.55600099999999,127.0339353,서울특별시 성동구 행당동 322-100번지 ,동물판매업
169,오렌지동물병원,37.55600099999999,127.0339353,서울특별시 성동구 행당동 322-100번지 ,동물판매업
170,24시LC동물의료센터,37.5664017,127.0527262,서울특별시 성동구 용답동 74-2번지 동부한의원약국 ,동물판매업
171,미주 애견,37.5583114,127.0373712,서울특별시 성동구 행당동 134-24번지 ,동물판매업
172,24시LC동물의료센터,37.5664017,127.0527262,서울특별시 성동구 용답동 74-2번지 동부한의원약국 ,동물판매업
173,강아지,37.5385326,127.0574749,서울특별시 성동구 성수동2가 264-1번지 ,동물판매업
174,안녕강아지,37.5475988,127.0259342,서울특별시 성동구 금호동4가 103-3번지 ,동물판매업
175,도그마 펫살롱,37.55295390000001,127.02241,서울특별시 성동구 금호동2가 1215번지 금호자이1차 ,동물판매업
176,베이글 버트 그루밍,37.5452462,127.0457956,서울특별시 성동구 성수동1가 656-1053번지 ,동물판매업
177,나인페츠,37.545702,127.042425,서울특별시 성동구 성수동1가 685-696번지 갤러리아 포레 101동 106호,동물판매업
178,나인페츠,37.545702,127.042425,서울특별시 성동구 성수동1가 685-696번지 갤러리아 포레 101동 106호,동물판매업
179,커츄츄,37.5460658,127.0199938,서울특별시 성동구 금호동4가 800번지 금호동 대우아파트 413호,동물판매업
180,개깎쟁이,37.5622558,127.035631,서울특별시 성동구 행당동 290-30번지 하나가정의원 ,동물판매업
181,서울숲 dogs,37.5451731,127.0452239,서울특별시 성동구 성수동1가 658-1번지 1층 3호 ,동물판매업
182,서울숲 dogs,37.5451717,127.0427175,서울특별시 성동구 성수동1가 658-1번지 프렌치모터스(주) ,동물판매업
183,개깎쟁이,37.5612309,127.0329088,서울특별시 성동구 행당동 290-30번지 정우빌딩 ,동물판매업
184,오늘동물병원,37.5402894,127.0557127,서울특별시 성동구 성수동1가 656-968번지 영화빌딩 ,동물판매업
185,나비캣,37.55522680000001,127.0201353,서울특별시 성동구 금호동1가 116번지 1층 ,동물판매업
186,마이뷰티독,37.5703963,127.0246593,서울특별시 성동구 상왕십리동 811번지 텐즈힐 ,동물판매업
187,마이뷰티독,37.5703963,127.0246593,서울특별시 성동구 상왕십리동 811번지 텐즈힐 ,동물판매업
188,앙꼬네 미용실,37.55993369999999,127.0366565,서울특별시 성동구 행당동 232-1번지 ,동물판매업
189,강아지song,37.5492052,127.066267,서울특별시 성동구 송정동 66-41번지 송정약국 ,동물판매업
190,강아지song,37.5492052,127.066267,서울특별시 성동구 송정동 66-41번지 송정약국 ,동물판매업
191,함께하는 동물병원,37.54298259999999,127.0131122,서울특별시 성동구 옥수동 263-1번지 ,동물판매업
192,베이글 버트 그루밍,37.5452462,127.0457956,서울특별시 성동구 성수동1가 656-1053번지 ,동물판매업
193,강아지,37.5385326,127.0574749,서울특별시 성동구 성수동2가 264-1번지 ,동물판매업
194,멍멍살롱,37.5654256,127.0403076,서울특별시 성동구 마장동 775-2번지 트레저힐스 ,동물판매업
195,선녀와 강아지,37.566061,127.0324957,서울특별시 성동구 홍익동 318번지 ,동물판매업
196,댕댕이 하우스,37.5474202,127.044763,서울특별시 성동구 성수동1가 656-1047번지 ,동물판매업
197,댕댕이 하우스,37.5474202,127.044763,서울특별시 성동구 성수동1가 656-1047번지 ,동물판매업
198,노원24시N동물병원,37.6530517,127.0681315,서울특별시 노원구 상계동 318-2 (주)노원24시동물의료센터 1층,동물판매업
199,화이트파크,37.518125,127.0451693,서울특별시 강남구 청담동 123-17 청맥빌딩 1~2층,동물판매업
200,베이지동물병원,37.5695572,127.031966,서울특별시 성동구 하왕십리동 1070번지 센트라스 D동 106호,동물판매업
201,멍이요 펫택시,37.6577229,127.0297243,서울특별시 도봉구 쌍문동 59 한양2차아파트,동물판매업
202,펫츠온더포인트,37.5472402,127.0426751,서울특별시 성동구 성수동1가 668-76번지 ,동물판매업
203,이재원,37.55295390000001,127.02241,서울특별시 성동구 금호동2가 1215번지 금호자이1차 103동 303호,동물판매업
204,함께하는 동물병원,37.54298259999999,127.0131122,서울특별시 성동구 옥수동 263-1번지 ,동물판매업
205,포레 동물병원,37.5435938,127.0491606,서울특별시 성동구 성수동1가 22-28번지 정인숙보습학원 ,동물판매업
206,웨그앤코(WAG&co),37.53762469999999,127.0541438,서울특별시 성동구 성수동2가 335-146번지 ,동물판매업
207,한양동물메디컬센터,37.5596166,127.0369899,서울특별시 성동구 행당동 226-3번지 중국한의원 ,동물판매업
208,한양동물메디컬센터,37.5596166,127.0369899,서울특별시 성동구 행당동 226-3번지 중국한의원 ,동물판매업
209,미주애견샵,37.5583114,127.0373712,서울특별시 성동구 행당동 134-24번지 ,동물판매업
210,평화와생명 동물병원,37.5559126,127.0290958,서울특별시 성동구 행당동 346번지 한진노변상가 ,동물판매업
211,왕십리조은동물병원,37.5645427,127.0278756,서울특별시 성동구 하왕십리동 892-4번지 ,동물판매업
212,왕십리조은동물병원,37.5645427,127.0278756,서울특별시 성동구 하왕십리동 892-4번지 ,동물판매업
213,이윤세동물병원,37.5559126,127.0290958,서울특별시 성동구 행당동 346번지 한진노변상가 ,동물판매업
214,댕댕이네,37.58551120000001,126.9489831,서울특별시 서대문구 홍제동 ***-***,동물판매업
215,고고펫,37.5309703,127.1300739,서울특별시 강동구 성내동 516,동물판매업
216,고양아 안녕?,37.562953,127.0407691,서울특별시 성동구 마장동 821 금호어울림아파트,동물판매업
217,이윤세 동물병원,37.5559126,127.0290958,서울특별시 성동구 행당동 346번지 한진노변상가 ,동물판매업
218,Show Dog,37.5599851,127.032803,서울특별시 성동구 행당동 298-13번지 ,동물판매업
219,Show Dog,37.5599851,127.032803,서울특별시 성동구 행당동 298-13번지 ,동물판매업
220,스테이 동물병원,37.5476171,127.0131001,서울특별시 성동구 옥수동 528번지 이편한세상옥수파크힐스 ,동물판매업
221,스테이 동물병원,37.5476171,127.0131001,서울특별시 성동구 옥수동 528번지 이편한세상옥수파크힐스 ,동물판매업
222,서울숲동물병원,37.544566,127.055978,서울특별시 성동구 성수동2가 333-3번지 승민카센타 ,동물판매업
223,버블퍼피,37.5607978,127.0297149,서울특별시 성동구 하왕십리동 982-8번지 ,동물판매업
224,버블퍼피,37.5607978,127.0297149,서울특별시 성동구 하왕십리동 982-8번지 ,동물판매업
225,옥수수동물병원,37.5421774,127.0181052,서울특별시 성동구 옥수동 560번지 옥수 어울림 ,동물판매업
226,아지동물병원,37.5479925,127.0210255,서울특별시 성동구 금호동4가 1108번지 ,동물판매업
227,바라봄동물병원,37.5695572,127.031966,서울특별시 성동구 하왕십리동 1070번지 센트라스 ,동물판매업
228,다온동물병원,37.5695572,127.031966,서울특별시 성동구 하왕십리동 1070번지 센트라스 ,동물판매업
229,바둑이 애견미용,37.5463204,127.0242025,서울특별시 성동구 금호동4가 235번지 서울숲2차푸르지오 ,동물판매업
230,라임동물병원,37.5654682,127.0303086,서울특별시 성동구 홍익동 398-2번지 ,동물판매업
231,금호동물병원,37.551444,127.025306,서울특별시 성동구 금호동2가 1217번지 래미안하이리버 상가동 ,동물판매업
232,금호동물병원,37.551444,127.025306,서울특별시 성동구 금호동2가 1217번지 래미안하이리버 상가동 ,동물판매업
233,위대한캣츠빌,37.5367732,127.0569618,서울특별시 성동구 성수동2가 572-8번지 사랑어린이집 ,동물판매업
234,제인동물병원,37.5389889,127.0547093,서울특별시 성동구 성수동2가 339-23번지 ,동물판매업
235,서울숲 동물병원,37.544566,127.055978,서울특별시 성동구 성수동2가 333-3번지 승민카센타 ,동물판매업
236,꿈꾸는강아지,37.5484882,127.0485971,서울특별시 성동구 성수동1가 13-132번지 ,동물판매업
237,펫365동물병원,37.5478435,127.025271,서울특별시 성동구 금호동4가 131번지 김진산부인과 ,동물판매업
238,펫365동물병원,37.5478435,127.025271,서울특별시 성동구 금호동4가 131번지 김진산부인과 ,동물판매업
239,텐즈힐 애견미용,37.5703963,127.0246593,서울특별시 성동구 상왕십리동 811번지 텐즈힐 ,동물판매업
240,(주)이마트 성수점 몰리스,37.5397379,127.0531007,서울특별시 성동구 성수동2가 333-16번지 이마트 성수점 ,동물판매업
241,(주)이마트 성수점 몰리스,37.5397379,127.0531007,서울특별시 성동구 성수동2가 333-16번지 이마트 성수점 ,동물판매업
242,도그마루(왕십리점),37.570505,127.023535,서울특별시 성동구 상왕십리동 811번지 텐즈힐몰(221동) 1149호,동물판매업
243,달링동물병원,37.5386876,127.0449142,서울특별시 성동구 성수동1가 718번지 트리마제상가 104호,동물판매업
244,버블퍼피,37.5607978,127.0297149,서울특별시 성동구 하왕십리동 982-8번지 ,동물판매업
245,애견마을,37.670274,127.0820675,서울특별시 노원구 상계동 72-34 병창빌딩 2층,동물판매업
246,왕십리조은동물병원,37.5645427,127.0278756,서울특별시 성동구 하왕십리동 892-4번지 ,동물판매업
247,반값애견,37.5481762,127.019819,서울특별시 성동구 금호동4가 1132번지 2층 ,동물판매업
248,코코애견,37.5650181,127.0527822,서울특별시 성동구 용답동 60-9번지 (1층) ,동물판매업
249,(주) 밀레펫 왕십리점,37.5592833,127.0384407,서울특별시 성동구 행당동 168-151번지 ,동물판매업
250,(주) 밀레펫 성수점,37.5399389,127.0528455,서울특별시 성동구 성수동2가 333-16번지 이마트 본사 3층 ,동물판매업
251,프랑소와펫,37.4961825,126.9970896,서울특별시 서초구 반포동 102-6,동물판매업
252,도그컴퍼니,37.5487468,127.0558966,서울특별시 성동구 성수동2가 289-204번지 ,동물판매업
253,로엘동물병원,37.5320448,127.078797,서울특별시 광진구 자양동 606-14번지 ,동물판매업
254,한빛동물병원,37.5543643,127.0244491,서울특별시 성동구 금호동*가 ***-*,동물판매업
255,로얄에이알씨(주),37.5358089,127.0684009,서울특별시 광진구 자양동 550-1번지 영지빌딩 ,동물판매업
